MoleculeGroup	PrecursorName	PrecursorFormula	PrecursorAdduct	PrecursorMz	PrecursorCharge	ProductName	ProductFormula	ProductAdduct	ProductMz	ProductCharge	Note
11-HDoHE	11-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	325.2171		[M-H]1-	325.2171	-1	
11-HDoHE	11-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	299.2378		[M-H]1-	299.2378	-1	
11-HDoHE	11-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	281.2273		[M-H]1-	281.2273	-1	
11-HDoHE	11-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	194.0946		[M-H]1-	194.0946	-1	
11-HDoHE	11-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	165.0919		[M-H]1-	165.0919	-1	
11-HDoHE	11-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	149.1333		[M-H]1-	149.1333	-1	
11-HDoHE	11-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	121.1022		[M-H]1-	121.1022	-1	
11-HDoHE	11-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	95.0502		[M-H]1-	95.0502	-1	
11-HDoHE	11-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	59.0133		[M-H]1-	59.0133	-1	
11-HDoHE	11-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	precursor	C22H32O3	[M-H]1-	343.227868554909	-1	
11-HETE	11-HETE	C20H32O3	[M-H]1-	319.227868554909	-1	301.2173		[M-H]1-	301.2173	-1	
11-HETE	11-HETE	C20H32O3	[M-H]1-	319.227868554909	-1	275.2377		[M-H]1-	275.2377	-1	
11-HETE	11-HETE	C20H32O3	[M-H]1-	319.227868554909	-1	257.2273		[M-H]1-	257.2273	-1	
11-HETE	11-HETE	C20H32O3	[M-H]1-	319.227868554909	-1	195.1025		[M-H]1-	195.1025	-1	
11-HETE	11-HETE	C20H32O3	[M-H]1-	319.227868554909	-1	167.1076		[M-H]1-	167.1076	-1	
11-HETE	11-HETE	C20H32O3	[M-H]1-	319.227868554909	-1	149.0970		[M-H]1-	149.0970	-1	
11-HETE	11-HETE	C20H32O3	[M-H]1-	319.227868554909	-1	59.0133		[M-H]1-	59.0133	-1	
11-HETE	11-HETE	C20H32O3	[M-H]1-	319.227868554909	-1	precursor	C20H32O3	[M-H]1-	319.227868554909	-1	
12(13)-EpOME	12(13)-EpOME{d4}	C18H28H'4O3	[M-H]1-	299.252975530909	-1	281.2419		[M-H]1-	281.2419	-1	
12(13)-EpOME	12(13)-EpOME{d4}	C18H28H'4O3	[M-H]1-	299.252975530909	-1	198.1578		[M-H]1-	198.1578	-1	
12(13)-EpOME	12(13)-EpOME{d4}	C18H28H'4O3	[M-H]1-	299.252975530909	-1	185.1515		[M-H]1-	185.1515	-1	
12(13)-EpOME	12(13)-EpOME{d4}	C18H28H'4O3	[M-H]1-	299.252975530909	-1	114.1034		[M-H]1-	114.1034	-1	
12(13)-EpOME	12(13)-EpOME{d4}	C18H28H'4O3	[M-H]1-	299.252975530909	-1	59.0134		[M-H]1-	59.0134	-1	
12(13)-EpOME	12(13)-EpOME{d4}	C18H28H'4O3	[M-H]1-	299.252975530909	-1	precursor	C18H28H'4O3	[M-H]1-	299.252975530909	-1	
12-HEPE	12-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	299.2014		[M-H]1-	299.2014	-1	
12-HEPE	12-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	273.2224		[M-H]1-	273.2224	-1	
12-HEPE	12-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	255.2117		[M-H]1-	255.2117	-1	
12-HEPE	12-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	208.1104		[M-H]1-	208.1104	-1	
12-HEPE	12-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	179.1077		[M-H]1-	179.1077	-1	
12-HEPE	12-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	163.1127		[M-H]1-	163.1127	-1	
12-HEPE	12-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	135.1179		[M-H]1-	135.1179	-1	
12-HEPE	12-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	107.0866		[M-H]1-	107.0866	-1	
12-HEPE	12-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	59.0133		[M-H]1-	59.0133	-1	
12-HEPE	12-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	precursor	C20H30O3	[M-H]1-	317.212218484909	-1	
12-HETE	12-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	309.2674		[M-H]1-	309.2674	-1	
12-HETE	12-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	283.2879		[M-H]1-	283.2879	-1	
12-HETE	12-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	265.2774		[M-H]1-	265.2774	-1	
12-HETE	12-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	237.2462		[M-H]1-	237.2462	-1	
12-HETE	12-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	214.1481		[M-H]1-	214.1481	-1	
12-HETE	12-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	184.1390		[M-H]1-	184.1390	-1	
12-HETE	12-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	169.1504		[M-H]1-	169.1504	-1	
12-HETE	12-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	140.1493		[M-H]1-	140.1493	-1	
12-HETE	12-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	59.0133		[M-H]1-	59.0133	-1	
12-HETE	12-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	precursor	C20H24H'8O3	[M-H]1-	327.278082506909	-1	
12-HHTrE	12-HHTrE	C17H28O3	[M-H]1-	279.196568414909	-1	261.1858		[M-H]1-	261.1858	-1	
12-HHTrE	12-HHTrE	C17H28O3	[M-H]1-	279.196568414909	-1	235.2066		[M-H]1-	235.2066	-1	
12-HHTrE	12-HHTrE	C17H28O3	[M-H]1-	279.196568414909	-1	217.1959		[M-H]1-	217.1959	-1	
12-HHTrE	12-HHTrE	C17H28O3	[M-H]1-	279.196568414909	-1	189.1648		[M-H]1-	189.1648	-1	
12-HHTrE	12-HHTrE	C17H28O3	[M-H]1-	279.196568414909	-1	179.1077		[M-H]1-	179.1077	-1	
12-HHTrE	12-HHTrE	C17H28O3	[M-H]1-	279.196568414909	-1	163.1491		[M-H]1-	163.1491	-1	
12-HHTrE	12-HHTrE	C17H28O3	[M-H]1-	279.196568414909	-1	135.1179		[M-H]1-	135.1179	-1	
12-HHTrE	12-HHTrE	C17H28O3	[M-H]1-	279.196568414909	-1	113.0971		[M-H]1-	113.0971	-1	
12-HHTrE	12-HHTrE	C17H28O3	[M-H]1-	279.196568414909	-1	59.0133		[M-H]1-	59.0133	-1	
12-HHTrE	12-HHTrE	C17H28O3	[M-H]1-	279.196568414909	-1	precursor	C17H28O3	[M-H]1-	279.196568414909	-1	
12-OxoETE	12-OxoETE	C20H30O3	[M-H]1-	317.212218484909	-1	299.2016		[M-H]1-	299.2016	-1	
12-OxoETE	12-OxoETE	C20H30O3	[M-H]1-	317.212218484909	-1	273.2223		[M-H]1-	273.2223	-1	replicate of 12-HEPE [M-H]1- 273,222
12-OxoETE	12-OxoETE	C20H30O3	[M-H]1-	317.212218484909	-1	219.1753		[M-H]1-	219.1753	-1	
12-OxoETE	12-OxoETE	C20H30O3	[M-H]1-	317.212218484909	-1	179.1440		[M-H]1-	179.1440	-1	
12-OxoETE	12-OxoETE	C20H30O3	[M-H]1-	317.212218484909	-1	163.0763		[M-H]1-	163.0763	-1	
12-OxoETE	12-OxoETE	C20H30O3	[M-H]1-	317.212218484909	-1	153.1284		[M-H]1-	153.1284	-1	
12-OxoETE	12-OxoETE	C20H30O3	[M-H]1-	317.212218484909	-1	137.0971		[M-H]1-	137.0971	-1	
12-OxoETE	12-OxoETE	C20H30O3	[M-H]1-	317.212218484909	-1	107.0866		[M-H]1-	107.0866	-1	replicate of 12-HEPE [M-H]1- 107,087
12-OxoETE	12-OxoETE	C20H30O3	[M-H]1-	317.212218484909	-1	59.0133		[M-H]1-	59.0133	-1	replicate of 12-HEPE [M-H]1- 59,013
12-OxoETE	12-OxoETE	C20H30O3	[M-H]1-	317.212218484909	-1	precursor	C20H30O3	[M-H]1-	317.212218484909	-1	replicate of 12-HEPE [M-H]1- precursor
13-HODE	13-HODE{d4}	C18H28H'4O3	[M-H]1-	299.252975530909	-1	281.242		[M-H]1-	281.242	-1	replicate of 12(13)-EpOME{d4} [M-H]1- 281,242
13-HODE	13-HODE{d4}	C18H28H'4O3	[M-H]1-	299.252975530909	-1	280.2357		[M-H]1-	280.2357	-1	
13-HODE	13-HODE{d4}	C18H28H'4O3	[M-H]1-	299.252975530909	-1	198.1576		[M-H]1-	198.1576	-1	replicate of 12(13)-EpOME{d4} [M-H]1- 198,158
13-HODE	13-HODE{d4}	C18H28H'4O3	[M-H]1-	299.252975530909	-1	114.1033		[M-H]1-	114.1033	-1	replicate of 12(13)-EpOME{d4} [M-H]1- 114,103
13-HODE	13-HODE{d4}	C18H28H'4O3	[M-H]1-	299.252975530909	-1	59.0133		[M-H]1-	59.0133	-1	replicate of 12(13)-EpOME{d4} [M-H]1- 59,013
13-HODE	13-HODE{d4}	C18H28H'4O3	[M-H]1-	299.252975530909	-1	precursor	C18H28H'4O3	[M-H]1-	299.252975530909	-1	replicate of 12(13)-EpOME{d4} [M-H]1- precursor
13-HOTrE	13-HOTrE	C18H30O3	[M-H]1-	293.212218484909	-1	275.2014		[M-H]1-	275.2014	-1	
13-HOTrE	13-HOTrE	C18H30O3	[M-H]1-	293.212218484909	-1	256.1315		[M-H]1-	256.1315	-1	
13-HOTrE	13-HOTrE	C18H30O3	[M-H]1-	293.212218484909	-1	225.1496		[M-H]1-	225.1496	-1	
13-HOTrE	13-HOTrE	C18H30O3	[M-H]1-	293.212218484909	-1	223.1338		[M-H]1-	223.1338	-1	
13-HOTrE	13-HOTrE	C18H30O3	[M-H]1-	293.212218484909	-1	197.1546		[M-H]1-	197.1546	-1	
13-HOTrE	13-HOTrE	C18H30O3	[M-H]1-	293.212218484909	-1	195.1388		[M-H]1-	195.1388	-1	
13-HOTrE	13-HOTrE	C18H30O3	[M-H]1-	293.212218484909	-1	179.1440		[M-H]1-	179.1440	-1	
13-HOTrE	13-HOTrE	C18H30O3	[M-H]1-	293.212218484909	-1	59.0133		[M-H]1-	59.0133	-1	
13-HOTrE	13-HOTrE	C18H30O3	[M-H]1-	293.212218484909	-1	precursor	C18H30O3	[M-H]1-	293.212218484909	-1	
14(15)-EET	14(15)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	312.2862		[M-H]1-	312.2862	-1	replicate of 11(12)-EET{d11} [M-H]1- 312,286
14(15)-EET	14(15)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	286.3068		[M-H]1-	286.3068	-1	
14(15)-EET	14(15)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	268.2963		[M-H]1-	268.2963	-1	replicate of 11(12)-EET{d11} [M-H]1- 268,296
14(15)-EET	14(15)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	219.1388		[M-H]1-	219.1388	-1	
14(15)-EET	14(15)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	214.2495		[M-H]1-	214.2495	-1	
14(15)-EET	14(15)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	175.1490		[M-H]1-	175.1490	-1	
14(15)-EET	14(15)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	150.1817		[M-H]1-	150.1817	-1	
14(15)-EET	14(15)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	124.1661		[M-H]1-	124.1661	-1	
14(15)-EET	14(15)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	59.0133		[M-H]1-	59.0133	-1	replicate of 11(12)-EET{d11} [M-H]1- 59,013
14(15)-EET	14(15)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	precursor	C20H21H'11O3	[M-H]1-	330.296912738909	-1	replicate of 11(12)-EET{d11} [M-H]1- precursor
14(15)-EpETE	14(15)-EpETE	C20H30O3	[M-H]1-	317.212218484909	-1	299.2015		[M-H]1-	299.2015	-1	replicate of 12-OxoETE [M-H]1- 299,202
14(15)-EpETE	14(15)-EpETE	C20H30O3	[M-H]1-	317.212218484909	-1	273.2223		[M-H]1-	273.2223	-1	replicate of 12-HEPE [M-H]1- 273,222
14(15)-EpETE	14(15)-EpETE	C20H30O3	[M-H]1-	317.212218484909	-1	255.2116		[M-H]1-	255.2116	-1	replicate of 12-HEPE [M-H]1- 255,212
14(15)-EpETE	14(15)-EpETE	C20H30O3	[M-H]1-	317.212218484909	-1	248.1416		[M-H]1-	248.1416	-1	
14(15)-EpETE	14(15)-EpETE	C20H30O3	[M-H]1-	317.212218484909	-1	219.1389		[M-H]1-	219.1389	-1	
14(15)-EpETE	14(15)-EpETE	C20H30O3	[M-H]1-	317.212218484909	-1	207.1389		[M-H]1-	207.1389	-1	
14(15)-EpETE	14(15)-EpETE	C20H30O3	[M-H]1-	317.212218484909	-1	175.1490		[M-H]1-	175.1490	-1	
14(15)-EpETE	14(15)-EpETE	C20H30O3	[M-H]1-	317.212218484909	-1	121.0658		[M-H]1-	121.0658	-1	
14(15)-EpETE	14(15)-EpETE	C20H30O3	[M-H]1-	317.212218484909	-1	59.0133		[M-H]1-	59.0133	-1	replicate of 12-HEPE [M-H]1- 59,013
14(15)-EpETE	14(15)-EpETE	C20H30O3	[M-H]1-	317.212218484909	-1	precursor	C20H30O3	[M-H]1-	317.212218484909	-1	replicate of 12-HEPE [M-H]1- precursor
14,15-DHET	14,15-DHET{d11}	C20H23H'11O4	[M-H]1-	348.307477438909	-1	330.2970		[M-H]1-	330.2970	-1	replicate of 11,12-DHET{d11} [M-H]1- 330,297
14,15-DHET	14,15-DHET{d11}	C20H23H'11O4	[M-H]1-	348.307477438909	-1	268.2967		[M-H]1-	268.2967	-1	
14,15-DHET	14,15-DHET{d11}	C20H23H'11O4	[M-H]1-	348.307477438909	-1	207.1392		[M-H]1-	207.1392	-1	
14,15-DHET	14,15-DHET{d11}	C20H23H'11O4	[M-H]1-	348.307477438909	-1	163.1495		[M-H]1-	163.1495	-1	
14,15-DHET	14,15-DHET{d11}	C20H23H'11O4	[M-H]1-	348.307477438909	-1	140.1613		[M-H]1-	140.1613	-1	
14,15-DHET	14,15-DHET{d11}	C20H23H'11O4	[M-H]1-	348.307477438909	-1	109.1444		[M-H]1-	109.1444	-1	
14,15-DHET	14,15-DHET{d11}	C20H23H'11O4	[M-H]1-	348.307477438909	-1	59.0135		[M-H]1-	59.0135	-1	
14,15-DHET	14,15-DHET{d11}	C20H23H'11O4	[M-H]1-	348.307477438909	-1	precursor	C20H23H'11O4	[M-H]1-	348.307477438909	-1	replicate of 11,12-DHET{d11} [M-H]1- precursor
15d-PGJ2	15d-PGJ2{d4}	C20H24H'4O3	[M-H]1-	319.221675390909	-1	301.2110		[M-H]1-	301.2110	-1	
15d-PGJ2	15d-PGJ2{d4}	C20H24H'4O3	[M-H]1-	319.221675390909	-1	275.2318		[M-H]1-	275.2318	-1	
15d-PGJ2	15d-PGJ2{d4}	C20H24H'4O3	[M-H]1-	319.221675390909	-1	245.1878		[M-H]1-	245.1878	-1	
15d-PGJ2	15d-PGJ2{d4}	C20H24H'4O3	[M-H]1-	319.221675390909	-1	203.1443		[M-H]1-	203.1443	-1	
15d-PGJ2	15d-PGJ2{d4}	C20H24H'4O3	[M-H]1-	319.221675390909	-1	161.0925		[M-H]1-	161.0925	-1	
15d-PGJ2	15d-PGJ2{d4}	C20H24H'4O3	[M-H]1-	319.221675390909	-1	59.0135		[M-H]1-	59.0135	-1	
15d-PGJ2	15d-PGJ2{d4}	C20H24H'4O3	[M-H]1-	319.221675390909	-1	precursor	C20H24H'4O3	[M-H]1-	319.221675390909	-1	
15-HEPE	15-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	299.2017		[M-H]1-	299.2017	-1	replicate of 12-OxoETE [M-H]1- 299,202
15-HEPE	15-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	255.2119		[M-H]1-	255.2119	-1	replicate of 12-HEPE [M-H]1- 255,212
15-HEPE	15-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	248.1419		[M-H]1-	248.1419	-1	replicate of 14(15)-EpETE [M-H]1- 248,142
15-HEPE	15-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	219.1392		[M-H]1-	219.1392	-1	replicate of 14(15)-EpETE [M-H]1- 219,139
15-HEPE	15-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	175.1493		[M-H]1-	175.1493	-1	replicate of 14(15)-EpETE [M-H]1- 175,149
15-HEPE	15-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	147.1180		[M-H]1-	147.1180	-1	
15-HEPE	15-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	121.1024		[M-H]1-	121.1024	-1	
15-HEPE	15-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	111.0817		[M-H]1-	111.0817	-1	
15-HEPE	15-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	59.0135		[M-H]1-	59.0135	-1	
15-HEPE	15-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	precursor	C20H30O3	[M-H]1-	317.212218484909	-1	replicate of 12-HEPE [M-H]1- precursor
15-HETE	15-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	309.2673		[M-H]1-	309.2673	-1	replicate of 12-HETE{d8} [M-H]1- 309,267
15-HETE	15-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	283.2880		[M-H]1-	283.2880	-1	replicate of 12-HETE{d8} [M-H]1- 283,288
15-HETE	15-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	265.2775		[M-H]1-	265.2775	-1	
15-HETE	15-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	226.1829		[M-H]1-	226.1829	-1	
15-HETE	15-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	210.2243		[M-H]1-	210.2243	-1	
15-HETE	15-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	182.1930		[M-H]1-	182.1930	-1	
15-HETE	15-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	114.1034		[M-H]1-	114.1034	-1	
15-HETE	15-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	59.0134		[M-H]1-	59.0134	-1	replicate of 12-HETE{d8} [M-H]1- 59,013
15-HETE	15-HETE{d8}	C20H24H'8O3	[M-H]1-	327.278082506909	-1	precursor	C20H24H'8O3	[M-H]1-	327.278082506909	-1	replicate of 12-HETE{d8} [M-H]1- precursor
16-HDoHE	16-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	325.2172		[M-H]1-	325.2172	-1	replicate of 10-HDoHE [M-H]1- 325,217
16-HDoHE	16-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	299.2378		[M-H]1-	299.2378	-1	replicate of 10-HDoHE [M-H]1- 299,238
16-HDoHE	16-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	281.2274		[M-H]1-	281.2274	-1	replicate of 10-HDoHE [M-H]1- 281,227
16-HDoHE	16-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	261.1493		[M-H]1-	261.1493	-1	
16-HDoHE	16-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	233.1546		[M-H]1-	233.1546	-1	
16-HDoHE	16-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	189.1648		[M-H]1-	189.1648	-1	
16-HDoHE	16-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	135.1179		[M-H]1-	135.1179	-1	
16-HDoHE	16-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	125.0971		[M-H]1-	125.0971	-1	
16-HDoHE	16-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	59.0133		[M-H]1-	59.0133	-1	replicate of 10-HDoHE [M-H]1- 59,013
16-HDoHE	16-HDoHE	C22H32O3	[M-H]1-	343.227868554909	-1	precursor	C22H32O3	[M-H]1-	343.227868554909	-1	replicate of 10-HDoHE [M-H]1- precursor
18-HEPE	18-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	299.2018		[M-H]1-	299.2018	-1	replicate of 12-OxoETE [M-H]1- 299,202
18-HEPE	18-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	273.2224		[M-H]1-	273.2224	-1	replicate of 12-HEPE [M-H]1- 273,222
18-HEPE	18-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	259.1704		[M-H]1-	259.1704	-1	
18-HEPE	18-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	255.2120		[M-H]1-	255.2120	-1	replicate of 12-HEPE [M-H]1- 255,212
18-HEPE	18-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	215.1806		[M-H]1-	215.1806	-1	
18-HEPE	18-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	201.1651		[M-H]1-	201.1651	-1	
18-HEPE	18-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	161.1337		[M-H]1-	161.1337	-1	
18-HEPE	18-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	71.0501		[M-H]1-	71.0501	-1	
18-HEPE	18-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	59.0135		[M-H]1-	59.0135	-1	replicate of 15-HEPE [M-H]1- 59,014
18-HEPE	18-HEPE	C20H30O3	[M-H]1-	317.212218484909	-1	precursor	C20H30O3	[M-H]1-	317.212218484909	-1	replicate of 12-HEPE [M-H]1- precursor
5(6)-EET	5(6)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	precursor	C20H21H'11O3	[M-H]1-	330.296912738909	-1	replicate of 11(12)-EET{d11} [M-H]1- precursor
5(6)-EET	5(6)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	312.2864		[M-H]1-	312.2864	-1	replicate of 11(12)-EET{d11} [M-H]1- 312,286
5(6)-EET	5(6)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	268.2967		[M-H]1-	268.2967	-1	
5(6)-EET	5(6)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	230.2445		[M-H]1-	230.2445	-1	
5(6)-EET	5(6)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	214.2499		[M-H]1-	214.2499	-1	replicate of 14(15)-EET{d11} [M-H]1- 214,250
5(6)-EET	5(6)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	202.2497		[M-H]1-	202.2497	-1	
5(6)-EET	5(6)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	174.2184		[M-H]1-	174.2184	-1	
5(6)-EET	5(6)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	115.0402		[M-H]1-	115.0402	-1	
5(6)-EET	5(6)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	83.0503		[M-H]1-	83.0503	-1	
5(6)-EET	5(6)-EET{d11}	C20H21H'11O3	[M-H]1-	330.296912738909	-1	59.0135		[M-H]1-	59.0135	-1	
5,12-DiHETE	5,12-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	precursor	C20H32O4	[M-H]1-	335.222783184909	-1	
5,12-DiHETE	5,12-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	317.2119		[M-H]1-	317.2119	-1	
5,12-DiHETE	5,12-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	273.2223		[M-H]1-	273.2223	-1	
5,12-DiHETE	5,12-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	195.1025		[M-H]1-	195.1025	-1	
5,12-DiHETE	5,12-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	181.0869		[M-H]1-	181.0869	-1	
5,12-DiHETE	5,12-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	151.1128		[M-H]1-	151.1128	-1	
5,12-DiHETE	5,12-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	129.0557		[M-H]1-	129.0557	-1	
5,12-DiHETE	5,12-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	123.0815		[M-H]1-	123.0815	-1	
5,12-DiHETE	5,12-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	71.0136		[M-H]1-	71.0136	-1	
5,12-DiHETE	5,12-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	59.0135		[M-H]1-	59.0135	-1	
5,6,15-LXA4	5,6,15-LXA4	C20H32O5	[M-H]1-	351.217697814909	-1	precursor	C20H32O5	[M-H]1-	351.217697814909	-1	
5,6,15-LXA4	5,6,15-LXA4	C20H32O5	[M-H]1-	351.217697814909	-1	333.2070		[M-H]1-	333.2070	-1	
5,6,15-LXA4	5,6,15-LXA4	C20H32O5	[M-H]1-	351.217697814909	-1	289.2173		[M-H]1-	289.2173	-1	
5,6,15-LXA4	5,6,15-LXA4	C20H32O5	[M-H]1-	351.217697814909	-1	271.2067		[M-H]1-	271.2067	-1	
5,6,15-LXA4	5,6,15-LXA4	C20H32O5	[M-H]1-	351.217697814909	-1	235.1703		[M-H]1-	235.1703	-1	
5,6,15-LXA4	5,6,15-LXA4	C20H32O5	[M-H]1-	351.217697814909	-1	217.1597		[M-H]1-	217.1597	-1	
5,6,15-LXA4	5,6,15-LXA4	C20H32O5	[M-H]1-	351.217697814909	-1	189.1284		[M-H]1-	189.1284	-1	
5,6,15-LXA4	5,6,15-LXA4	C20H32O5	[M-H]1-	351.217697814909	-1	135.0815		[M-H]1-	135.0815	-1	
5,6,15-LXA4	5,6,15-LXA4	C20H32O5	[M-H]1-	351.217697814909	-1	115.0400		[M-H]1-	115.0400	-1	
5,6,15-LXA4	5,6,15-LXA4	C20H32O5	[M-H]1-	351.217697814909	-1	59.0133		[M-H]1-	59.0133	-1	
5,6,15-LXA4	5,6,15-LXA4	C20H32O5	[M-H]1-	351.217697814909	-1	precursor	C20H32O5	[M-H]1-	351.217697814909	-1	
5,6-DiHETE	5,6-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	317.2119		[M-H]1-	317.2119	-1	replicate of 5,12-DiHETE [M-H]1- 317,212
5,6-DiHETE	5,6-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	273.2224		[M-H]1-	273.2224	-1	replicate of 5,12-DiHETE [M-H]1- 273,222
5,6-DiHETE	5,6-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	219.1753		[M-H]1-	219.1753	-1	
5,6-DiHETE	5,6-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	189.1648		[M-H]1-	189.1648	-1	
5,6-DiHETE	5,6-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	163.1492		[M-H]1-	163.1492	-1	
5,6-DiHETE	5,6-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	145.0505		[M-H]1-	145.0505	-1	
5,6-DiHETE	5,6-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	115.0400		[M-H]1-	115.0400	-1	
5,6-DiHETE	5,6-DiHETE	C20H32O4	[M-H]1-	335.222783184909	-1	69.0342		[M-H]1-	69.0342	-1	
